duree_mois,montant_credit,taux_versement,anciennete_residence,age,nb_credits,nb_personnes_charge,charge_mensuelle,jeune_emprunteur,credit_long,statut_compte,historique_credit,objet_credit,epargne,anciennete_emploi,statut_civil_sexe,autres_debiteurs,propriete,autres_credits,logement,emploi,telephone,travailleur_etranger
1.289592031872302,1.9257663831384437,0.052280634896496016,1.053413018870969,1.057783942218908,-0.7187454693270836,-0.4364357804719845,0.5927945855882619,-0.7581577339883168,1.8427165803791954,0.0,2.0,1.0,4.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0
-0.742595017696657,-0.8928525713645623,0.9421637820708985,1.053413018870969,0.2424489262702798,-0.7187454693270836,-0.4364357804719845,-0.8209796322996789,-0.7581577339883168,-0.5426770511796337,3.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
1.289592031872302,0.816433415252783,0.052280634896496016,-0.7472929962930807,-0.6634788692281958,1.045047093438766,-0.4364357804719845,-0.11468925398963034,1.3189867426920032,1.8427165803791954,0.0,4.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
1.289592031872302,0.299568088447757,0.052280634896496016,-0.7472929962930807,-0.5728860896783482,-0.7187454693270836,-0.4364357804719845,-0.44432325616812895,1.3189867426920032,1.8427165803791954,1.0,1.0,5.0,4.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2.3056855566567815,1.9826552532864263,-1.727485659452309,-0.7472929962930807,-1.025849987427586,-0.7187454693270836,-0.4364357804719845,0.1226305191211386,1.3189867426920032,1.8427165803791954,1.0,2.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
0.2734985070878224,-0.31572995446858104,0.9421637820708985,0.15306001128894414,-0.029329412379262863,1.045047093438766,-0.4364357804719845,-0.5567473075990288,-0.7581577339883168,-0.5426770511796337,3.0,4.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
-0.06519933450700406,1.2270063794128943,-1.727485659452309,1.053413018870969,2.235490076366926,-0.7187454693270836,-0.4364357804719845,1.3822453450416765,-0.7581577339883168,-0.5426770511796337,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0
-0.742595017696657,-0.9314022662674716,0.9421637820708985,-0.7472929962930807,-0.30110775102880555,1.045047093438766,-0.4364357804719845,-0.8947355386524349,-0.7581577339883168,-0.5426770511796337,3.0,4.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
2.3056855566567815,3.360713278844794,0.9421637820708985,1.053413018870969,0.0612633671705847,-0.7187454693270836,-0.4364357804719845,0.7817791773513512,-0.7581577339883168,1.8427165803791954,1.0,1.0,0.0,4.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0
-0.742595017696657,-0.8808759671228817,0.9421637820708985,-0.7472929962930807,-1.1164427669774335,-0.7187454693270836,-0.4364357804719845,-0.798065175957075,1.3189867426920032,-0.5426770511796337,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.2734985070878224,-0.22889957371639708,-0.8376025122779064,-0.7472929962930807,-0.11992219192911042,-0.7187454693270836,-0.4364357804719845,-0.47368240335709,-0.7581577339883168,-0.5426770511796337,3.0,4.0,4.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
